#"Step";"Potential Energy (kJ/mole)";"Kinetic Energy (kJ/mole)";"Temperature (K)";"Box Volume (nm^3)";"Speed (ns/day)"
35400;-293030.8846611881;33461.28917973937;205.51349686776155;183.31033622646214;685
35500;-292635.35603569984;33560.26200795328;206.12137099693433;183.6101783413093;685
35600;-292287.6352105045;33576.15877152607;206.2190061912383;183.6101783413093;685
35700;-292200.5597710514;33589.92793026607;206.3035740017128;183.93796526353196;685
35800;-292183.9925103092;33704.40192844742;207.00665365714124;183.54665899746095;685
35900;-291783.9989800358;33694.76263860225;206.94745079281762;183.77928509551947;685
36000;-292034.4796929264;34155.524690647086;209.77737225911412;183.3746968816251;685
36100;-291796.80525444984;34138.74623894504;209.67432188759997;183.45204703138424;685
36200;-291605.3372368717;34106.901466436044;209.47873675876264;184.04160585720334;685
36300;-291292.7465386295;34027.858691008296;208.99326959421222;183.91454404925335;685
36400;-291299.53779839515;34352.099376254046;210.98470024990857;183.58233420066261;685
36500;-290814.22127007484;34474.40933637017;211.7359070390493;183.4632547707149;685
36600;-290457.6723198795;34200.70982130803;210.05489157878756;183.2913820941859;685
36700;-290415.6358208561;34381.5875407923;211.16581149693542;183.29312071117263;685
36800;-290114.68220757484;34398.05666223017;211.26696201504174;183.1307210986238;685
36900;-290120.77022027015;34774.639155553654;213.57986707516568;183.23484698473487;685
37000;-290258.56556939124;35203.44807905954;216.21353790848062;183.0393327609505;685
37100;-289286.6913628483;34768.758664311375;213.5437501069279;182.88689748659604;685
37200;-289220.9855523014;35334.49370992588;217.01839768850635;183.4828432635191;684
37300;-289156.6942315006;35487.1082110976;217.9557297691699;183.3153096168793;684
37400;-288679.7964043522;35149.19744753803;215.88033983797644;183.1737148669707;684
37500;-288741.7582573795;35941.78351232817;220.74826745632737;182.7832995690681;684
37600;-287953.17982720374;35408.296390923904;217.47168109216264;182.3580016679101;684
37700;-288177.88240288734;35584.18778207642;218.55197583724905;182.39523201510295;684
37800;-288210.9716362858;35983.00402233476;221.00143675618975;182.09969870567127;684
37900;-288015.1273980045;35922.97237306379;220.6327326665731;182.22211235120147;684
38000;-287776.6105523014;35444.33018155978;217.69299445158526;181.97874339713783;684
38100;-287183.9639458561;35786.77216091272;219.79621433271743;182.24620673879838;684
38200;-287211.38838433265;36112.46026914666;221.79653481205895;181.81425858533387;684
38300;-286859.4855523014;36188.735059277446;222.26500148584523;182.0662075463902;684
38400;-286462.19587944984;36584.43716100219;224.69533590023522;182.36092856792305;684
38500;-286204.9505181217;36511.851625017385;224.24952799241285;182.21751659641018;684
38600;-286028.8016533756;36801.80366411514;226.0303636667;181.76250155490936;684
38700;-285414.00471734046;36510.3242444474;224.24014708301934;181.85631036708534;684
38800;-285798.3827690983;36811.49169251474;226.0898658748624;182.42445008676782;683
38900;-285135.4008355045;36568.588692823076;224.59799732795273;182.5322451064993;683
39000;-285207.93373345374;36972.768482666324;227.0804002481683;182.7498911254356;683
39100;-285267.4661431217;37501.22968234774;230.32611826345683;182.76108826920347;683
39200;-284877.836565485;37502.23670884507;230.33230324741828;183.02506045773558;683
39300;-284356.5946831608;37380.914506035275;229.58716309417403;182.5846140613557;683
39400;-284285.5639824772;37435.52905509353;229.92259628374802;182.68335419795525;683
39500;-283964.47822808265;37283.91396150741;228.99140239299732;182.75204873833917;683
39600;-283807.815874567;37479.502617800375;230.19267436092773;182.46166450772392;683
39700;-283638.3341851139;37782.918811855256;232.05620456478735;182.5584697362528;683
39800;-283400.2694878483;37725.00927088014;231.70053410021336;182.63041156900098;683
39900;-283292.8595757389;37709.02457242593;231.60235882495556;182.28506443427204;683
40000;-283281.4319634342;37467.66162984236;230.11994904456142;182.52496771037733;683
40100;-282914.1375908756;37625.51092201809;231.0894323133883;182.5032555737558;683
40200;-282452.3549981022;38006.58110537962;233.4298999957299;182.57228506161618;683
40300;-282481.92830132484;38487.91466529318;236.3861681337053;183.05711768816647;683
40400;-282419.2566094303;38694.83663157664;237.65704734703266;183.436129164684;683
40500;-281791.630327692;38491.60693269881;236.40884540659295;183.33710058622512;683
40600;-281448.1692681217;38816.35826111352;238.4034123450171;183.2406481794499;683
40700;-281021.12080620765;38709.29265794228;237.74583378061138;183.59102451048136;683
40800;-281374.5536675358;38961.01633887889;239.2918774382787;183.62354695151524;683
40900;-281337.1184868717;39147.80774083863;240.43911817952372;183.36610880551834;683
41000;-280998.3429741764;38918.58755105501;239.03128710337833;183.35459872293544;683
41100;-280881.1864800358;39119.25052917795;240.26372468533842;183.11986189321954;683
41200;-280020.8540215397;38784.65030345891;238.20866750954082;183.4950185644421;682
41300;-279778.1137261295;38871.178574262536;238.74010930233163;183.54279924550823;682
41400;-280009.567034235;39323.66628054081;241.5192111566388;183.29707515630184;682
41500;-279865.4305596256;39284.64578240906;241.27955395223455;183.4322556353424;682
41600;-279685.3805107975;39096.58405745553;240.12451110512316;183.18645070649364;682
41700;-279619.8969902897;39286.15915444872;241.28884882363835;183.50567478240438;682
41800;-279406.89522027015;39492.13874955196;242.5539401548685;183.03646202567649;682
41900;-279103.9134087467;39297.06673986022;241.35584134171683;183.23902977537955;682
42000;-279252.4825005436;39412.090009303414;242.06229452699176;182.9252813362786;682
42100;-279616.98646782874;39935.429123092326;245.27655356957396;182.66145458733178;682
42200;-278155.3343071842;39209.220159109915;240.81630271542852;182.32521788094977;682
42300;-278243.10432671546;39981.910901754396;245.56203667879197;182.340661609118;682
42400;-278498.9428582096;40697.54776719934;249.9573555176766;182.33233343809556;682
42500;-277615.87709282874;40512.5074374883;248.82086956173484;182.62229097881578;681
42600;-277053.247301569;40161.51790331246;246.66515206546634;182.76708096096604;681
42700;-277431.2738823795;40444.47488484677;248.4030252964079;183.11526057504264;681
42800;-276993.0793023014;39991.34237990569;245.6199631993481;183.0359185709543;681
42900;-277056.358843317;40309.17501683289;247.57203672176217;182.86760422328442;681
43000;-277120.42994927405;40448.98840939009;248.43074658972427;183.15332485665272;681
43100;-276579.64479302405;40596.239111236064;249.33513513524755;183.01526013877663;681
43200;-276238.14522027015;40870.34080460109;251.01862070564002;183.01526013877663;681
43300;-276126.46650933265;40947.71486148273;251.49383888719828;182.796949030437;681
43400;-275581.8332085514;40872.54526658822;251.03216013292428;183.24538008671533;681
43500;-275826.823687067;41509.899361884134;254.94667962927898;183.1004058660036;681
43600;-275447.1528496647;41049.8130570841;252.1209084866156;183.18587775602415;681
43700;-274957.26912163734;41326.915680946666;253.82282525722562;183.84888636732742;681
43800;-275029.32405327796;41595.66647745157;255.47344653720782;184.08025635486968;681
43900;-274381.4834771061;41707.778744499665;256.1620208452407;184.12449751055797;681
44000;-274093.08955620765;41891.607782846986;257.29106725745936;184.40259328501176;681
44100;-274190.4418511295;41884.53147237637;257.24760577269933;184.3339018651104;681
44200;-273701.7066826725;41870.566232668585;257.1618336665641;184.5878255647129;681
44300;-273510.2364067936;41796.99992575066;256.7100020319508;184.30612444315744;681
44400;-273931.74373101234;42451.99542991422;260.7328720346649;184.32003418639036;681
44500;-273114.7333550358;41814.850402817596;256.8196365993185;184.47196737470136;681
44600;-273171.24788140296;41805.21158044133;256.76043660610867;184.6199875625426;681
44700;-272725.8896660709;42249.09099502221;259.4866678098175;184.73771285648846;680
44800;-272239.97780083655;42086.13494639221;258.48581971906367;184.68550530264878;680
44900;-272785.0925469303;42692.31788423937;262.20889131470244;184.66246033758975;680
45000;-272754.54573296546;42705.669617229374;262.2908953678422;184.6906053791659;680
45100;-272242.22596978187;42605.97968745488;261.6786169239243;185.0453720823371;680
45200;-271939.65877007484;42761.34503824572;262.63284425095884;185.5037527707092;680
45300;-271731.28666924476;43079.096464626375;264.5844189921301;185.89816604409512;680
45400;-271429.80971001624;43278.5045726134;265.8091493770255;186.05531144943663;680
45500;-270917.3369927311;43073.77111625753;264.55171161616977;185.90060059843083;680
45600;-271273.23005913734;43543.243005291675;267.43512740682434;185.78565904450622;680
45700;-270919.4125542545;43726.206635316135;268.55885862961037;185.4875050905112;680
45800;-270405.239702692;43894.67186885304;269.5935431887987;185.8139753687367;680
45900;-269987.2567620182;43644.39926289907;268.05641178469995;185.16893207794936;680
46000;-270195.2724785709;43748.19094269851;268.6938824734945;185.03804234289078;680
46100;-269685.90260552405;43602.803631900024;267.8009385560651;185.4065734033239;680
46200;-269193.0381646061;43687.27326678182;268.31973656024394;185.36812384029722;680
46300;-269840.57295464515;44264.43454610946;271.8645621087801;185.65018535555404;680
46400;-268864.6684136295;43879.41268639499;269.4998239083057;185.68446546884596;680
46500;-268995.6873955631;44115.376426685834;270.9490727146108;185.65447633652437;680
46600;-268682.3526177311;44287.12053652131;272.0038955694368;186.1803534307126;680
46700;-268205.9516549015;44241.63703256587;271.7245436921833;186.06075104067637;680
46800;-268218.1653923893;44354.62341168721;272.41848664659017;185.98668213312547;680
46900;-267835.04323052405;44441.79472017416;272.95387786649997;185.93192197288676;680
47000;-268238.0088066959;44369.06272821326;272.50717045120126;185.90058714470075;680
47100;-267957.57014702796;44364.352992046974;272.4782440597625;186.18010607104108;680
47200;-267718.95759819984;44942.55466565554;276.0294595314616;186.37813993239007;680
47300;-267437.8877739811;45223.474223070196;277.75481925304064;186.14327899104606;680
47400;-267458.3622612858;45465.6232429361;279.24205698522803;186.14327899104606;680
47500;-266712.7580132389;45375.32193043013;278.68744181767835;186.35881043503616;680
47600;-266557.7353081608;45172.07506805024;277.43913446195387;186.4142853507422;680
47700;-266686.7755913639;45890.50962038769;281.8516362137063;186.79911972161486;679
47800;-266451.866442194;45579.10516168934;279.93904345902956;187.01308328838715;679
47900;-266236.75192498206;45334.12854963343;278.43443914076835;187.31216334484287;679
48000;-266183.57939385413;45212.90075677505;277.68987883724685;187.5754877534898;679
48100;-265173.9275078678;45730.653532850556;280.86982755209476;187.95315140420877;679
48200;-264941.69893120765;46024.20735653234;282.6727847693043;187.94505237567972;679
48300;-265125.3741021061;45876.490719540976;281.76553453006295;188.2684433870459;679
48400;-265163.42421196937;46172.75046800147;283.5851110729819;188.14404017599003;679
48500;-265313.01716851234;45999.78850992676;282.52280840322845;188.20855311297288;679
48600;-264969.5029473209;46525.23359077447;285.75000193414485;188.2216533807541;679
48700;-263831.5019707584;46089.88031439716;283.076136808371;188.5336497201928;679
48800;-264722.0759758854;46993.589836607396;288.6265656356792;188.26545790537475;679
48900;-263664.09038018226;46483.367564691114;285.4928679852963;188.5829352394328;679
49000;-263811.93188714026;46571.923067815194;286.03676069116773;188.13883143122402;679
49100;-263654.7634148502;47114.612142249476;289.3698638719755;188.05160521770006;679
49200;-263201.35389946937;46695.608795638196;286.7964172095104;187.7121786826061;679
49300;-263522.1932396793;46942.37365325395;288.31200462517387;187.69881683799542;679
49400;-263357.5044884586;47125.064878511126;289.4340627846184;187.69519424074645;679
49500;-263471.5741753483;47192.87643678182;289.8505497404378;187.45352732475234;679
49600;-263207.12947319984;47301.405707890284;290.51711790217837;187.9624082853853;679
49700;-263257.24373101234;47533.18507149443;291.94066698482743;187.9476992019372;679
49800;-262877.01826714515;47270.13723988226;290.32507233670395;187.68608197125886;679
49900;-262653.32771538734;47366.414311719476;290.91638959274786;187.76869157255715;679
50000;-262688.9894585514;47674.43015552129;292.8081700561471;188.14698332293872;679
50100;-261528.8293023014;46921.783160928986;288.18554135422215;188.14973658373606;679
50200;-261717.93147515296;47357.46954587256;290.86145237565535;188.37402483964416;679
50300;-262426.57100152015;48362.258334302984;297.0326927129491;188.28215328206835;679
50400;-261267.89825676917;48083.542922114895;295.3208704731653;188.68585503402508;679
50500;-261263.13563775062;47991.13270184779;294.7533027559922;188.97892554623746;679
50600;-261210.91798638343;48357.65221446566;297.0044027152244;189.56640607539313;679
50700;-260524.31709527015;48167.10690013855;295.83410608831366;189.60179933672694;679
50800;-260332.19807671546;48207.517882616026;296.08230340899064;189.51003075573442;679
50900;-260321.1282524967;48379.83905618507;297.14067049025584;189.82919755218904;679
51000;-260149.95533989905;48513.25991411577;297.9601185073704;189.70440953319968;679
51100;-260131.41237114905;48926.275154527975;300.4967872489976;189.6185414864516;679
51200;-260475.24818657874;48789.66731192195;299.65776531882864;190.0158321906464;679
51300;-259623.82155083655;47940.062031963724;294.4396354642488;190.24883005554065;679
51400;-259767.68928765296;48419.8785951708;297.3865864687386;190.30765393536086;678
51500;-259106.71766900062;48345.3988124578;296.9291444225258;190.31898597528536;679
51600;-259534.4449639225;48524.458432454616;298.0288978855705;190.18761412369318;679
51700;-259582.27607964515;48523.475071647204;298.022858252216;189.8803479419837;678
51800;-259458.08728264808;48574.01627490064;298.3332736507598;190.23769663842828;678
51900;-259156.7487969303;48408.09951675229;297.31424139014155;190.55741642554577;678
52000;-259866.9505181217;49171.31171226851;302.0017597433684;190.61715414906985;678
52100;-258951.64686821937;48195.859495703946;296.0106995969179;191.02666013333618;678
52200;-259224.27992486;48569.974009297584;298.30844674899606;191.04480986213736;678
52300;-259121.99428032874;49145.06427016895;301.84055245751824;190.73726766458245;678
52400;-258541.5887932682;48919.88988924632;300.45757004521886;190.99933892366826;678
52500;-258508.70595025062;48901.5619793894;300.3450031675728;190.99933892366826;678
52600;-258698.1687188053;48873.68055791641;300.1737602607685;190.35161896386333;678
52700;-258308.74220513343;49335.74917674967;303.01170643609936;190.83783974418168;678
52800;-257755.6892266178;49327.76433024625;302.96266487891205;191.18122696964633;678
52900;-258423.0413689518;49335.70822398958;303.0114549112736;190.93186616224247;678
53000;-258833.6814141178;49595.76154652878;304.60865779846745;190.1671234770714;678
53100;-257886.99945305823;48789.29878382012;299.65550188245913;190.59844816291684;678
53200;-258214.27064751624;48469.13423247292;297.6891061417863;190.20018540734438;678
53300;-258032.89174126624;47958.79328567014;294.55467961061277;190.2559306404874;678
53400;-258814.31453179359;48655.8694157307;298.83600159740985;190.53217675324467;678
53500;-259218.05046319007;48942.38379709871;300.59572376775276;190.8485137430068;678
53600;-259280.6243462467;48343.70445474307;296.9187379681591;191.16539081258733;678
53700;-259178.45515679359;48272.8296552191;296.4834371101517;191.02870789107587;678
53800;-259484.40605401038;49136.21488982579;301.78620108182355;190.9501645262699;678
53900;-259305.5735802555;48793.31889240281;299.6801926996054;191.1545535091096;678
54000;-259255.72070549964;48812.25437019265;299.79649115524916;190.6480415794209;678
54100;-259535.31065606116;48899.3442662193;300.33138235379636;190.58712564396745;678
54200;-259602.97542046546;48809.11637381336;299.7772181199037;190.72973928193082;678
54300;-259542.68721245765;48801.27674726839;299.72906847878437;190.53573929427856;678
54400;-259674.67964409827;49013.99308815668;301.0355357467382;190.39488370255734;678
54500;-259387.84063195228;48771.20490404614;299.54437237742775;190.6305395977776;678
54600;-259406.53636406898;48949.26824108185;300.6380068414672;190.92866512551495;678
54700;-259065.52876519202;48778.0790712185;299.58659233273363;191.25388117071094;678
54800;-259423.05757378577;48566.43943548616;298.286738003107;190.7188619784188;678
54900;-259095.03511284827;48763.95641280213;299.4998533879002;190.70824949523544;678
55000;-258473.19276665687;48305.46494227613;296.6838774437069;190.8826448913277;678
55100;-258963.47461174964;49383.58407519397;303.30550017485206;191.09448686461724;678
55200;-258699.57905816077;49465.46048725746;303.80837104942503;190.66150700336445;677
55300;-258325.01704644202;49025.61411316551;301.1069100884117;190.5525139367228;677
55400;-258520.20802544593;49157.244902271894;301.91536380994665;190.3123471173282;677
55500;-259199.1204399967;49275.08650252316;302.6391266994768;190.40092029125697;677
55600;-258536.4259819889;48835.5758862205;299.9397279051961;190.36302419171852;677
55700;-258846.27553032874;49175.69745325367;302.0286962119956;190.07630077234074;677
55800;-258839.3366875553;48748.13542573247;299.40268359987675;190.13845443404009;677
55900;-259303.97761773109;49383.41398812854;303.3044555292797;190.46951942420966;677
56000;-258565.17354058265;48723.88342441311;299.2537319689216;190.81982070478972;677
56100;-259155.26991509437;49122.6337344785;301.7027879559295;190.56062066646606;677
56200;-258760.59553765296;49049.91670424538;301.25617243299575;190.45831982471037;677
56300;-258679.6657891178;49134.415914184254;301.7751520821007;190.21451275597664;677
56400;-258305.90104149817;49217.58512369089;302.2859630967518;190.17779805940404;677
56500;-258551.34096001624;49012.84484773548;301.0284834510858;190.04896442650656;677
56600;-258827.0195946598;48959.02744376357;300.69794618985827;190.18991425551926;677
56700;-258465.56025933265;48668.06884108373;298.9109283747558;190.45822959796442;677
56800;-258799.12752007484;49553.6054216834;304.3497421127977;190.9318238252172;677
56900;-258411.14052056312;49095.50896505767;301.53619227620356;191.26054807847387;677
57000;-259067.7570366764;49526.764044238575;304.184886977964;190.99718282035158;677
57100;-258879.79054497718;48788.017644401756;299.6476333439689;191.18624627148293;677
57200;-259162.34041069984;49098.248924016545;301.5530206340079;190.8683643351325;677
57300;-259499.74263237952;49268.74789597746;302.60019606564856;190.8443608122257;677
57400;-258998.95454644202;48891.319540045224;300.28209586251444;191.0261863516845;677
57500;-259043.26570366859;48791.70255234453;299.67026541629843;189.93903547822563;677
57600;-259175.379534235;48463.56804495689;297.65491957310695;189.25096005807487;677
57700;-259484.35849236487;49115.26088395386;301.65750517303786;189.02541723018288;677
57800;-259426.4436821842;48957.3662382866;300.68774335084777;188.90391538098166;677
57900;-259664.91237114905;49159.75979136268;301.93080982723865;189.01151181375388;677
58000;-260164.9221978092;49412.440818468924;303.48273334081875;188.37613902432383;677
58100;-259308.96528862952;48391.41623900423;297.21177556072286;189.05773311941226;677
58200;-259277.0343804264;49424.94918316812;303.5595575706212;189.2201756179567;677
58300;-259173.73604058265;49659.89304482704;305.00254245735937;189.3490151234267;677
58400;-258692.95552300452;48897.61799117159;300.3207798686469;189.03468516807058;677
58500;-258531.88562249183;48830.9193285238;299.9111281267932;189.7180181159828;677
58600;-258828.1730523014;49516.34538531443;304.1208973624811;189.7069143084246;677
58700;-258805.08985375403;49334.101546433056;303.00158697339447;190.05248788980256;677
58800;-258206.05253838538;48746.44637768995;299.3923097566058;190.15280047892452;677
58900;-258948.13630913734;49283.99818431644;302.6938607199884;190.0666379082214;677
59000;-258746.1376213932;49186.57158618816;302.0954832707;190.33238850671844;677
59100;-258127.5110649967;49167.12567046122;301.9760497928273;190.3150742886931;677
59200;-258355.3777031803;49097.01243306248;301.54542631872465;190.10909671428212;676
59300;-258079.37288140296;48977.8081405671;300.8132940072413;190.13971621533432;676
59400;-258161.56581353187;49013.651286397595;301.03343645898013;190.69550166864403;676
59500;-258226.7574639225;49111.664085438475;301.63541425369357;190.509634068621;676
59600;-258268.91658257484;49245.736485097295;302.458863928311;190.6158270318674;676
59700;-258301.85243462562;48980.494824542664;300.8297951592392;190.1290586986237;676
59800;-258563.76646660804;49464.540518802125;303.80272076102017;190.05861802768874;676
59900;-258356.45839165687;48694.98330437904;299.0762323903431;189.92122855714825;676
60000;-259425.69874810218;49389.26819559152;303.3404110670548;190.2594059910528;676
60100;-259214.39912652015;48996.75214388338;300.9296448252057;190.1610095573387;676
60200;-258702.4782891178;48953.37004107563;300.66319939324376;190.2305150505273;676
60300;-258856.77400444984;49068.97429788369;301.3732209032282;190.64205156902906;676
60400;-258754.87553643226;48851.20390871592;300.03571253791335;190.27795096086268;676
60500;-259523.35945366859;49291.67641031995;302.7410190666751;190.219951715356;676
60600;-259488.53560112952;49239.797392059874;302.42238703790224;190.28365453992967;676
60700;-259071.65077446937;48766.1988890128;299.51362629202293;190.55858206673443;676
60800;-259535.30275200843;49161.74255257193;301.9429876063845;190.83341136461542;676
60900;-259340.0950493717;49090.87864106952;301.5077536207374;190.5356354731869;676
61000;-259017.40303277015;48702.78168718703;299.1241287195064;190.36641038831655;676
61100;-259658.9630913639;49077.30234704015;301.42437035222395;190.35327145115454;676
61200;-259192.26155327796;48837.72963723703;299.95295587439995;190.50880621695703;676
61300;-259000.02821587562;48418.64287620655;297.3789968948843;190.68955527281094;676
61400;-259124.97346734046;48319.557193636545;296.7704296336199;190.62285287850978;676
61500;-259539.53602837562;48505.1267286347;297.9101658776343;190.78649896185905;676
61600;-259027.5269951725;48391.13297498075;297.210035801693;190.9532766162503;676
61700;-258893.9475884342;48362.79369623773;297.0359808140951;191.05631008643437;676
61800;-259222.90010308265;48176.527405976085;295.8919652188013;191.18134409990472;676
61900;-259535.39656304359;48620.552065298776;298.6190884907934;191.10040226777764;676
62000;-259812.2338738346;49038.89253197197;301.1884638584154;191.21847823561674;676
62100;-259751.68159722327;49021.50341218966;301.08166286833045;190.98858600988643;676
62200;-259796.84062432288;48791.562808321556;299.6694071324865;190.61041810207468;676
62300;-259924.2554802799;48948.14351723855;300.6310989806013;190.53877016783645;676
62400;-259003.8837151432;48122.791017850395;295.56192554300065;190.43506128355315;676
62500;-259744.5822319889;48915.54455921962;300.4308817737648;190.6564894216238;676
62600;-259381.3078179264;49057.42291951296;301.3022743192559;190.5879963582722;676
62700;-259373.66377495765;48930.2793303401;300.5213802098008;190.08897940411183;676
62800;-258953.72978447913;48923.169131978764;300.47771059143037;190.27708888996824;676
62900;-259152.102190485;49270.250100625795;302.60942234885096;189.93753247000816;676
63000;-258521.38460015296;48715.28422687971;299.2009171731182;190.05500492822543;676
63100;-259085.53895806312;48983.394512002356;300.8476045420894;190.44669235136075;676
63200;-258914.31624077796;48672.266859827796;298.9367118855875;190.4024259023964;676
63300;-259128.37587212562;48794.31988516491;299.6863406254003;190.52802609481984;676
63400;-258972.79046868323;48838.425854213536;299.957231919613;190.66515622947594;676
63500;-258783.30427788734;48317.310765416594;296.7566324569342;190.7012381668776;676
63600;-259232.2107262516;48867.53197871242;300.1359967422683;190.6004710571163;676
63700;-259528.56794976234;48997.71105238053;300.9355342766661;190.79631271695104;676
63800;-259169.11299370765;48648.999218265526;298.7938060233644;191.10618372799814;676
63900;-259281.11650322913;48948.14722082997;300.6311217274243;191.1213881134742;676
64000;-258803.94618462562;48835.33738815738;299.93826309101377;190.86392969223454;676
64100;-258679.56328057288;48862.677251667425;300.10617984173;190.63940680955258;676
64200;-259103.74458550452;49482.51681738545;303.91312810255306;190.28217606682375;676
64300;-258761.48854302405;49059.95174550878;301.3178059346273;190.7012141406087;676
64400;-259002.13032769202;49218.09815471433;302.28911404527213;190.71714186953992;675
64500;-258930.20588921546;49160.931726668496;301.9380076528068;190.15904824357742;675
64600;-258334.22334527015;48597.017923370004;298.47454582904527;190.75482427111552;675
64700;-258814.67384575843;48704.779791395646;299.1364007327218;190.9811025379098;675
64800;-259096.90614556312;48894.74103064787;300.30311007073794;190.82980381423013;675
64900;-259079.31141900062;48443.143052592;297.5294727745136;190.97534799156367;675
65000;-258929.70985650062;48928.22100327851;300.5087383181554;190.7390766225146;675
65100;-258643.13807915687;48924.42599366774;300.4854300202723;190.5538045488485;675
65200;-258691.57158135413;49033.908833995054;301.15785484054203;190.6983215323542;675
65300;-259288.65712212562;49056.67337988177;301.2976707754468;190.44646909920166;675
65400;-259225.21888970374;49182.768171176314;302.07212334828563;190.3506479878947;675
65500;-259031.08577202796;48841.10964129376;299.9737152793767;189.89473730013276;675
65600;-259504.9759087467;49161.47645838931;301.94135330157116;189.51685083439193;675
65700;-259209.1096978092;49088.47278593993;301.49297727132705;189.08536495952004;675
65800;-259356.5624031925;49112.01361935586;301.63756103104123;189.04516815188362;675
65900;-259013.82167290687;48442.67624432326;297.52660571822173;189.48472980083133;675
66000;-259465.2766899967;48578.6218210535;298.36156012501294;189.0007894913587;675
66100;-259557.3034844303;49117.638357777614;301.67210720933736;189.12991123669994;675
66200;-259477.35084771155;48947.361116787186;300.6262936112729;189.0917123505224;675
66300;-259504.89949273109;48842.511022662744;299.9823223232965;189.45135861320242;675
66400;-259179.0416130924;48375.210140954936;297.11224048713973;189.7654125482726;675
66500;-259202.3532814884;48571.44428651943;298.31747693942305;189.67833085269487;675
66600;-259596.69325493812;48853.715482265165;300.05113819171805;189.42811105310574;675
66700;-259762.76460503577;49032.50921179983;301.1492586011655;189.34364110442323;675
66800;-259873.89326714515;49032.30769962445;301.1480209479597;189.31020587042667;675
66900;-259222.44819878577;48878.46860671474;300.2031676349564;189.43166659023987;675
67000;-259207.22041558265;48675.68638658896;298.9577140322336;189.39988326693577;675
67100;-259149.82918023109;48880.12491741881;300.21334041111174;189.4686106435986;675
67200;-259426.71443413734;48883.30121089355;300.2328486606465;189.5368038464011;675
67300;-259014.2927422428;48409.9602671123;297.3256697995859;189.6406761152649;675
67400;-259495.88624810218;48893.87895856786;300.2978153719365;190.17115361684532;675
67500;-259037.17128228187;48669.46203890513;298.9194851567305;190.50807919862183;675
67600;-258955.31001519202;48537.11127906607;298.1066094984878;190.38130469150062;675
67700;-259199.41273736;48505.00195726851;297.9093995533114;189.74357241068554;675
67800;-259154.86830376624;48397.85786462086;297.2513389200088;189.7039888714562;675
67900;-259693.8810601139;48493.38495586527;297.838049923933;190.10114312369367;675
68000;-259558.16435479163;48493.80835031159;297.8406503399765;190.04378511005834;675
68100;-259196.38432549476;48625.11342762539;298.64710359556676;189.90977248486607;675
68200;-259321.5236382389;49035.33155774861;301.166592965726;189.7332958359242;675
68300;-258827.63728569984;48325.87182326184;296.8092130053169;189.76448052291443;675
68400;-259184.74019097327;48467.82475183182;297.6810635363688;190.26311502570286;675
68500;-259450.88972710609;48586.70950722601;298.4112333058027;190.17832784067542;675
68600;-259539.9173149967;48933.79934694583;300.5429995478302;190.1793934644287;675
68700;-259284.33229302405;48287.94788227137;296.57629066672763;189.89350265983327;675
68800;-259043.08070611;48186.46144968853;295.95297841080406;189.87376582947718;675
68900;-259645.10963677405;48945.05989787367;300.6121599195483;189.27653571757415;675
69000;-259582.1120781803;48482.16132184677;297.76911628953786;189.36945345813552;675
69100;-259391.44716118812;48130.035578233656;295.60642038985594;189.3722045551198;675
69200;-259866.5520806217;49231.8645000956;302.37366457658004;189.14427501820876;675
69300;-259095.82533501624;48553.02457301249;298.2043462195103;189.2869246520754;675
69400;-259006.5652031803;48607.482670244586;298.53881850881197;189.67965128373527;675
69500;-259266.59831475257;49082.9035489239;301.458771973142;189.583908700736;675
69600;-259219.966845026;48952.477288632654;300.65771626091714;189.8071989411543;675
69700;-259441.63179253577;48895.18262791599;300.3058222853896;189.8925615415924;675
69800;-258956.66548394202;48123.785007006314;295.56803045384805;190.2762857595862;675
69900;-259214.49077080726;48657.234614830115;298.84438641603816;190.2214067284331;675
70000;-259499.92732476234;48490.94185979664;297.8230448470649;189.9149848329727;674
