#"Step";"Kinetic Energy (kJ/mole)";"Temperature (K)";"Box Volume (nm^3)";"Speed (ns/day)"
50;69.8726039217194;0.4458691970836592;248.3667004186582;0
100;176.50486672992554;1.126308149305531;248.3667004186582;13.8
150;229.96240058268657;1.4674299389515317;248.3667004186582;13.1
200;285.00576170475273;1.8186711672844118;247.07313893332386;13.6
250;314.3906544778615;2.006181261538432;247.07313893332386;13.7
300;354.77187662890697;2.263860839616198;246.19336601850617;14
350;408.90155536048655;2.6092717022410516;246.19336601850617;14.3
400;428.5847498248355;2.734873577930313;246.19336601850617;14.3
450;456.46647394249914;2.9127916924402326;245.48868745723985;14.4
500;465.5184228494261;2.970553747446734;245.48868745723985;14.3
550;512.1685174538547;3.2682360872727423;245.48868745723985;14.1
600;535.7969658379133;3.419013312079417;245.48868745723985;14.1
650;535.9171118932105;3.4197799848839425;245.2843454692085;14.3
700;554.0683302213673;3.5356060553010753;245.2843454692085;14.2
750;549.3653563413167;3.5055955637763447;245.2843454692085;14.1
800;556.566919471963;3.5515499864053615;245.2843454692085;14.2
850;551.3105578204895;3.518008231588989;245.2843454692085;14.2
900;567.1991638563069;3.619396180775843;245.2843454692085;14.2
950;541.6470514602895;3.4563437224680413;245.2843454692085;14.1
1000;521.0858018669815;3.3251388248020577;245.06835199469822;14.2
1050;511.37445751196054;3.263169053144097;244.72877326262596;14.2
1100;494.66648203617103;3.1565525655343074;244.72877326262596;14.3
1150;470.93082108402234;3.0050911987468183;244.72877326262596;14.3
1200;445.6812175283239;2.843969101784857;244.72877326262596;14.3
1250;418.4411448393229;2.6701454762627224;244.72877326262596;14.3
1300;402.5251903940629;2.568583012134743;244.72877326262596;14.3
1350;382.2774537762421;2.4393786951085255;244.72877326262596;14.3
1400;365.8898709087164;2.3348066882677383;244.2764890130839;14.3
1450;346.2296059696619;2.209351129853901;244.2764890130839;14.3
1500;332.86368256457587;2.1240608558062353;244.2764890130839;14.3
1550;311.99632887343625;1.990902654833035;244.2764890130839;14.4
1600;310.846424185057;1.9835649136962543;244.2764890130839;14.4
1650;291.01896564748233;1.8570424639495378;244.2764890130839;14.4
1700;272.28716293685574;1.7375115839515125;244.2764890130839;14.4
1750;255.54983899996648;1.6307078187242916;244.2764890130839;14.4
1800;247.97559539732717;1.582375257404431;244.2764890130839;14.4
1850;245.65147195592078;1.567544622869841;243.95580364428528;14.5
1900;251.05512749656856;1.6020262855244134;243.64709820509265;14.4
1950;249.10108475084436;1.589557200057393;243.64709820509265;14.4
2000;231.0724243683351;1.4745131931351794;243.64709820509265;14.4
2050;213.5577097862926;1.3627487634512114;243.38764384422828;14.4
2100;212.03138941367132;1.3530090485867774;243.09840936640578;14.3
2150;203.13627114514532;1.2962477570683566;243.09840936640578;14.3
2200;196.9706045908754;1.2569035700516857;243.09840936640578;14.4
2250;198.29735133024676;1.265369770968995;243.09840936640578;14.4
2300;193.26514462049647;1.2332583876899483;243.09840936640578;14.3
2350;177.44275781875842;1.1322929949139517;242.84732539991015;14.3
2400;163.01699019822132;1.0402396712180106;242.84732539991015;14.3
2450;159.68908588457833;1.0190037369460088;242.84732539991015;14.2
2500;155.05090316679468;0.989406689058365;242.7814138523161;14.2
2550;145.3911638920912;0.9277662183629438;242.66386608686585;14.2
2600;131.75892048973523;0.8407765102497743;242.66386608686585;14.2
2650;122.4772809092153;0.781548759241343;242.66386608686585;14.2
2700;121.27723686727985;0.7738910701985499;242.5574899785577;14.1
2750;116.40926087903404;0.7428276716205698;242.382169605159;14.1
2800;118.89951745318275;0.7587184304720924;242.06344207454242;14.1
2850;117.90905163036354;0.7523980963729944;242.06344207454242;14.1
2900;113.73264341614798;0.7257477116349059;242.06344207454242;14.1
2950;114.38208539097128;0.7298919134481274;242.06344207454242;14.1
3000;106.66016630585898;0.6806170092770839;242.06344207454242;14.1
3050;101.54244078264117;0.6479599156257854;242.06344207454242;14.1
