#"Step";"Kinetic Energy (kJ/mole)";"Temperature (K)";"Box Volume (nm^3)";"Speed (ns/day)"
50;69.47403412957166;0.4433258541533483;250.04699999999997;0
100;153.38506098076203;0.9787766613183573;250.04699999999997;15.4
150;215.09680693190106;1.3725700091187554;250.04699999999997;15.2
200;272.0020788256154;1.7356924128222608;250.04699999999997;15.3
250;297.0318102806264;1.8954114677979172;250.04699999999997;14.9
300;340.65327335974774;2.173767584889134;250.04699999999997;14.2
350;395.65757065666577;2.524759540182564;250.04699999999997;14
400;400.803975825059;2.557599643620951;250.04699999999997;13.7
450;421.5022344096814;2.689678819409144;250.04699999999997;13.6
500;448.66760960350524;2.8630257872667646;250.04699999999997;13.6
550;485.70373629236775;3.0993597313738457;250.04699999999997;13.5
600;484.6324005071122;3.0925233520267406;250.04699999999997;13.5
650;477.0851091081493;3.0443627773903343;250.04699999999997;13.5
700;493.8198151976015;3.1511498376792915;250.04699999999997;13.5
750;519.9406928574417;3.3178316857232177;250.04699999999997;13.6
800;526.7612594116102;3.3613549031571894;250.04699999999997;13.7
850;522.3589334292654;3.3332628979809162;250.04699999999997;13.8
900;525.7630839923384;3.3549853727867736;250.04699999999997;13.9
950;525.5985326305857;3.353935342024705;250.04699999999997;14
1000;508.4818207727434;3.2447106367121807;250.04699999999997;14
1050;531.3924243794544;3.390907169566038;250.04699999999997;14
1100;512.7342589451584;3.2718461817922924;250.04699999999997;14
1150;482.3993402995413;3.0782738077718195;250.04699999999997;14.1
1200;457.82893334012635;2.9214857820201736;250.04699999999997;14.1
1250;445.84363938539155;2.8450055438084108;250.04699999999997;14.2
1300;457.2480468981127;2.9177790449449734;250.04699999999997;14.2
1350;460.94589727874575;2.941375669195524;250.04699999999997;14.2
1400;421.49888476245843;2.6896574447295984;250.04699999999997;14.3
1450;397.2202217606307;2.534731087741137;250.04699999999997;14.3
1500;403.02988069449526;2.571803528422955;250.04699999999997;14.3
1550;388.86580299663956;2.4814200934840085;250.04699999999997;14.3
1600;373.2950162421628;2.3820602042210095;250.04699999999997;14.4
1650;337.56640375759474;2.154069734891216;250.04699999999997;14.4
1700;325.4117942316741;2.076509064671181;250.04699999999997;14.4
1750;315.7452447471873;2.0148251368466754;250.04699999999997;14.4
1800;302.05929440056667;1.92749271541279;250.04699999999997;14.4
1850;289.14776311769174;1.8451019962596067;250.04699999999997;14.5
1900;279.0797189235327;1.7808560610990722;250.04699999999997;14.5
1950;260.26303959885206;1.6607835687145693;250.04699999999997;14.5
2000;248.8436078746697;1.5879141954804312;250.04699999999997;14.5
2050;233.7699266277017;1.491726422627279;250.04699999999997;14.5
2100;223.6041768457463;1.4268570111750902;250.04699999999997;14.5
