#"Step";"Kinetic Energy (kJ/mole)";"Temperature (K)";"Box Volume (nm^3)";"Speed (ns/day)"
250;397.6796159734881;2.537662561843077;247.11037654212905;0
500;574.4529407089121;3.665683788215213;245.12099959597572;457
750;638.2434070277914;4.072741810999874;244.93121858382113;461
1000;558.6713164438756;3.564978508251537;244.93121858382113;443
1250;449.28182646194136;2.866945211506528;244.93121858382113;421
1500;364.10901383678447;2.323442730604552;244.92598964425855;416
1750;292.63190631293855;1.8673349179169934;244.70732426825455;428
2000;210.87678500975449;1.34564131775052;244.19728006750773;435
2250;140.68563565764543;0.8977394270600557;243.87026527447338;442
2500;88.63395128860202;0.5655886066544157;243.35773274724147;445
2750;421.9025674487825;2.6922334139238986;243.35773274724147;443
3000;627.1078382094092;4.001683816171396;243.0301208601973;441
3250;755.3760613576742;4.82018558162066;242.2152538607142;443
3500;848.7146068052277;5.415795019080326;241.8357622627692;445
3750;885.347837015921;5.64955801092362;241.0041004239725;447
4000;917.6708390882341;5.855816689896881;240.10729975043088;451
4250;940.7828288520946;6.003298302727042;239.168061784653;450
4500;932.6440050118981;5.951363057049075;238.7427466083438;449
4750;943.2934723906546;6.019319154332274;238.14780230170123;451
5000;944.6530472471477;6.027994837155242;237.33856512688465;451
5250;1334.9112913586505;8.518300338753795;236.33183134022306;452
5500;1548.9712443073868;9.884254002881534;235.72221068251253;452
5750;1697.6651107879516;10.8330953389398;234.49932742231601;452
6000;1765.324818389534;11.264843661029387;233.29847435606973;452
6250;1804.5474365677583;11.515129986328446;232.67825427964488;452
6500;1843.0557264193449;11.760858058756197;231.86332404539377;450
6750;1898.0832409311788;12.111998167122392;230.44434960196818;450
7000;1919.9709643532915;12.251667524216053;229.64094804073912;450
7250;1905.9257349637664;12.162042480933293;227.54721650499988;451
7500;1917.8033049802398;12.237835314022538;225.60254010441525;450
7750;2257.994641399797;14.408655199225871;224.66257271865993;450
8000;2504.8833139387098;15.984094613467565;222.00464214985763;451
8250;2683.2834850391882;17.12249702848666;219.39452900870475;451
8500;2816.760467287211;17.974236788618548;216.97323263038575;451
8750;2876.8564397208247;18.3577196055314;216.13701920927463;450
9000;2940.3218996660435;18.76270370631033;212.79181602270023;450
9250;3058.1049772594124;19.514297940517388;209.21949279992214;450
9500;3110.0933949601167;19.846045045345942;208.48669770837282;450
9750;3072.5674760812108;19.606585652375426;205.98632475115122;450
10000;3155.557354928358;20.136158454458243;203.61580467454115;450
10250;3490.8105968245363;22.275467502556822;200.31687218758512;450
10500;3747.2999249237328;23.912170364070874;197.33400649366715;451
10750;3843.191420350864;24.524070617869146;195.6959956041241;451
11000;3927.6378051084203;25.06293763663164;194.522292733867;450
11250;3984.6074057335954;25.4264705331211;191.21890834888188;449
11500;4131.976880093811;26.36686069349418;189.22824826023978;450
11750;4144.797869426533;26.44867364876923;186.62604468935837;450
12000;4173.39346410858;26.631147095090167;184.5759916714447;450
12250;4162.211942000955;26.559795864357657;183.0599856133751;450
12500;4084.939628274613;26.066707836372323;181.84090763134543;449
12750;4459.494600258564;28.456808036577762;181.14063640680982;448
13000;4604.6197974284005;29.382877075184307;180.446835292399;447
13250;4747.068262307381;30.29186542106801;180.446835292399;445
13500;4776.799018843449;30.48158253194422;179.78966445257595;444
13750;4791.885114610559;30.577849524002286;179.78966445257595;442
14000;4836.46529643119;30.862323391563844;179.42773361571403;441
14250;4790.571971266312;30.56947012870723;179.38728131617233;442
14500;4749.310871451831;30.306175898744335;179.38728131617233;440
14750;4747.198980006855;30.29269955336648;179.3872241298592;438
15000;4734.824680336722;30.213737002255947;179.00218793596034;439
15250;5098.769209438178;32.53613012725319;179.14323402851264;438
15500;5325.302043933261;33.9816754105314;179.06312749791394;437
15750;5525.501960399626;35.259185779417585;179.03382011179156;437
16000;5604.124203156956;35.76088793854136;179.03382011179156;435
16250;5605.816515069033;35.771686874191424;178.59169336667097;434
16500;5711.143982717276;36.443799702329194;178.59169336667097;433
16750;5695.635039190718;36.344834445423224;178.64090693631425;431
17000;5658.274470345357;36.10643017967792;178.75188936016232;431
17250;5676.429818833269;36.222282605360355;178.75188936016232;430
17500;5726.098022895618;36.5392240247853;178.70592013609894;430
17750;6097.770082228992;38.910927859653974;178.50596114443647;429
18000;6362.131523543241;40.59786404011631;178.41092804895192;429
18250;6410.292225384863;40.90518582656593;178.41092804895192;428
18500;6516.029076507955;41.57991100161774;178.2453743765993;427
18750;6585.765894237615;42.02491372347318;178.21229507120918;427
19000;6587.748963082835;42.037568029512364;178.18538889808045;427
19250;6663.349869820726;42.51999051978887;177.91617831817248;426
19500;6614.070073488649;42.20552759741595;177.91617831817248;426
19750;6609.546059290602;42.1766590786423;178.1751865172318;425
20000;6586.745970685035;42.031167761167005;178.14451998979774;425
20250;6922.559619993379;44.17405286610156;178.2931428768737;425
20500;7144.822881184489;45.592353262055056;178.5382676553039;425
20750;7194.199006746523;45.907430877941685;178.12689679264605;425
21000;7324.901568694462;46.741466581230966;178.12689679264605;425
21250;7402.5241680372565;47.2367898424521;178.09681367735263;424
21500;7523.031283692806;48.00576663570863;178.09681367735263;424
21750;7627.358339149621;48.67149566024514;178.1719335491287;424
22000;7521.346786864859;47.995017569465034;178.1719335491287;423
22250;7564.987936218124;48.27349930808391;177.71129379332987;423
22500;7472.698456779064;47.68458414266567;177.7403656581675;423
22750;7870.033604256678;50.220048591327675;177.76314875632988;423
23000;8134.292217758048;51.90632860969224;177.76314875632988;423
23250;8273.845902169633;52.79684485964294;178.05614205533885;423
23500;8322.16068414587;53.105149858139214;178.03736878737104;422
23750;8389.92645747136;53.5375750039981;177.90002838193357;422
24000;8576.183731972473;54.72611495773793;177.29889091284997;422
24250;8483.828200536838;54.136778303080334;177.6336533225456;423
24500;8471.229653683258;54.056384791822055;177.59632222577426;423
24750;8506.168041583733;54.27933270110613;177.47656892354175;423
25000;8607.20594986828;54.92407310740777;177.40568918172303;423
25250;8872.896591130615;56.61949114313746;177.37534631333554;423
25500;9149.0632359452;58.38175837340582;177.37534631333554;422
25750;9250.629395738011;59.02986964414688;177.29365868778703;422
26000;9381.130417816952;59.862619286597905;177.29365868778703;421
26250;9289.543678103015;59.27818842517599;177.29365868778703;420
26500;9531.320496743116;60.82100821361948;177.334307969374;420
26750;9424.974377385806;60.14239519235683;177.22229163632124;420
27000;9533.221493401332;60.8331388028073;177.24258697645183;420
27250;9480.95689165272;60.499629319696325;177.23388202933538;420
27500;9443.320065104359;60.25946220566268;176.89191397945896;420
27750;9882.47186275784;63.06176594744065;177.0324327565428;420
28000;10055.418918706011;64.16537108945;177.00061540441072;419
28250;10141.068021046289;64.71191285758248;177.23374914022935;419
28500;10355.482121190718;66.0801263963525;177.23374914022935;419
28750;10432.906661328816;66.57418580745761;176.9239371773125;419
29000;10523.559733630638;67.15265877528435;177.04641806325952;419
29250;10412.960896890487;66.44690842725147;177.12683444521815;419
29500;10444.309755295079;66.64695092662653;177.06370465552214;419
29750;10475.11003170241;66.84349282918791;176.77636836206952;418
30000;10411.17718940141;66.43552628058238;177.206027699203;418
30250;10815.356015956728;69.01466143169729;177.3231893683592;418
30500;10909.984248447363;69.61850058572846;177.3231893683592;418
30750;11031.469342755212;70.39371803028452;177.08595423946753;418
31000;11262.39053108827;71.86726616006389;176.99711934837973;418
31250;11219.92579641151;71.59629132741118;177.18190329986703;418
31500;11279.52563037748;71.97660819876319;177.18190329986703;417
31750;11353.300777553144;72.4473802008027;176.7860747775357;417
32000;11265.899613805406;71.88965822513337;176.7860747775357;417
32250;11229.310770690907;71.6561784750448;176.77909318294297;417
32500;11400.844590456414;72.75076551200745;176.99766888568945;416
32750;11681.4825622004;74.54156505445563;176.99154335320304;416
33000;11965.00560225037;76.35077471785137;177.01250885211735;416
33250;12067.56747769477;77.00523982275888;176.94049390555816;416
33500;12139.303776933986;77.46300158270955;176.9908644803218;416
33750;12080.573278663196;77.08823209311592;176.8100549876405;416
34000;12281.581068417716;78.37089764148759;177.06930616273655;416
34250;12322.904055947409;78.63458678768865;176.8141963239901;416
34500;12178.094007668493;77.7105287687818;177.2797073933373;416
34750;12207.672890010086;77.89927674409776;176.76023120655574;416
35000;12315.71093000895;78.58868620424545;176.8681135548005;416
35250;12632.513126577309;80.61025593387114;176.75363701483494;416
35500;12782.029313821282;81.56434464125877;176.89973060459792;415
35750;12923.55835588969;82.46746599081885;177.09030852739195;415
36000;12935.18703241978;82.54167059142921;177.05166588561306;415
36250;12997.155791054654;82.93710398171416;176.97525039046258;415
36500;13008.873189527105;83.01187473241744;176.9636344769733;415
36750;13094.210178346228;83.55642485007081;176.9427584692583;415
37000;13120.506408132642;83.72422565042929;176.77217831000152;414
37250;13253.61853471765;84.57363720333277;176.7665096876836;414
37500;13305.126347849146;84.90231748709897;176.63846052936762;414
37750;13560.78690893617;86.53373184265294;176.82060210194658;414
38000;13863.780226194482;88.46718471982106;177.0820188458433;414
38250;14018.86459756043;89.45680497525949;177.0777466585965;414
38500;13993.066329647772;89.29218175593232;177.0777466585965;413
38750;14069.496847714712;89.77989813990123;177.1973095659943;413
39000;14234.378497769045;90.83203652887435;176.87624724067277;413
39250;14065.266305049394;89.7529023138472;176.88834892696764;413
39500;13955.795982271404;89.05435320901931;176.79451192777535;413
39750;14071.167557739594;89.79055923016473;176.66800338571778;413
40000;14227.56920319853;90.78858523992193;176.4090350986065;413
40250;14451.155059208322;92.21532534266713;176.75706178601376;413
40500;14846.783684583264;94.73990017798975;176.5371959248811;412
40750;14770.031010037172;94.25012805768591;176.63791111851413;412
41000;15064.2279921484;96.12744999555626;176.84793547344006;412
41250;14970.321173544391;95.52821430858287;176.52111138447086;411
41500;15083.63461836445;96.2512870413138;176.64062891345682;411
41750;15158.878826962522;96.73143337893138;176.19468111957622;411
42000;15164.579437938752;96.76780996569357;176.64032338614007;411
42250;14945.56143550825;95.3702181284127;176.61475182258678;411
42500;15038.545990237617;95.96356868974017;176.52127497020726;411
42750;15552.572915012133;99.24366359625552;176.35648077534273;410
43000;15735.8372282591;100.41310494544379;176.45520683013197;410
43250;15902.85875734291;101.47889827342273;176.52767821783672;410
43500;16046.243520210148;102.39386129906393;176.5173004769523;410
43750;15986.479417883043;102.01249620282586;176.29615891655695;410
44000;15927.596228961018;101.63675236771986;176.49201327203258;410
44250;16086.109107836266;102.64825052385996;176.41736624582063;409
44500;16086.315144719993;102.64956528092868;176.40785710857733;409
44750;15971.468361408159;101.91670804949851;176.6703751895346;409
45000;16028.9455265851;102.28347980337216;176.4608110030569;409
45250;16741.369065665654;106.82957789511092;176.29399398678822;409
45500;16769.13796625563;107.00677606313421;176.56398421914372;408
45750;16911.306174792757;107.91397604472198;176.81535650658918;408
46000;16825.071821283986;107.36369968743807;176.82957109775555;408
46250;16847.38938939455;107.50611195799644;176.76662445174532;408
